feature,n_active,path_rate,modality,modality_ratio,concept,specificity,top_gene,top_gene_frac,top_family,top_family_frac,top_sub,top_sub_frac,gly_from,cys_from,cys_to,pro_to,mean_hydro_change,mean_charge_change,mean_vol_change,pos_clustered,mean_pLI,top_go_1,top_go_2,top_go_3
257,30,0.375,cross-mo,0.576,mechanism:hydrophobicity-switch,2,LHCGR,0.1,ion_channel,0.05,L>P,0.85,0.0,0.0,0.0,0.85,5.84,0.15,46.9,True,0.204,GO:0005886,GO:0016020,GO:0005576
260,971,0.0,cross-mo,0.639,benign-general,1,CLIC6,0.042,transporter,0.021,D>E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,False,0.208,GO:0005634,GO:0005829,GO:0005654
262,513,0.375,cross-mo,0.617,mechanism:hydrophobicity-switch,2,SUN2,0.08,other,0.0,P>L,0.96,0.0,0.0,0.0,0.0,5.52,0.04,52.1,False,0.167,GO:0005829,GO:0005737,GO:0005634
263,31,0.917,cross-mo,0.523,mechanism:charge-reversal,2,PAH,0.1,ion_channel,0.05,E>G,0.75,0.0,0.0,0.0,0.0,2.92,1.0,69.3,False,0.112,GO:0005829,GO:0005737,GO:0005634
264,58,0.0,cross-mo,0.599,benign-general,1,TSPYL2,0.1,other,0.0,N>S,0.85,0.0,0.0,0.0,0.0,2.73,0.05,27.9,False,0.166,GO:0005634,GO:0008270,GO:0006357
265,223,-1.0,cross-mo,0.585,benign-general,1,PLBD2,0.05,transporter,0.1,S>F,0.6,0.0,0.0,0.0,0.0,3.38,0.0,95.7,False,0.208,GO:0005886,GO:0005829,GO:0005634
266,588,0.308,cross-mo,0.589,unresolved,0,PAX3,0.034,collagen,0.034,S>L,0.172,0.138,0.034,0.0,0.034,3.25,0.26,60.7,False,0.108,GO:0005829,GO:0005634,GO:0005654
268,421,0.5,cross-mo,0.614,unresolved,0,COL9A2,0.095,collagen,0.143,P>H,0.286,0.048,0.048,0.0,0.0,3.32,0.33,52.2,False,0.247,GO:0005576,GO:0005886,GO:0005615
269,14,0.938,cross-mo,0.554,gene-family:RAS_MAPK,4,KRAS,0.15,RAS_MAPK,0.45,G>R,0.55,0.75,0.0,0.2,0.0,3.6,0.62,89.9,False,0.363,GO:0005886,GO:0003925,GO:0005525
271,790,0.364,cross-mo,0.568,unresolved,0,DELE1,0.026,ion_channel,0.051,R>H,0.154,0.026,0.051,0.077,0.0,3.15,0.46,52.8,False,0.3,GO:0005886,GO:0005737,GO:0005829
272,1215,0.062,cross-mo,0.605,benign-general,1,VPS50,0.033,ion_channel,0.017,R>G,1.0,0.0,0.0,0.0,0.0,4.1,1.0,113.3,False,0.127,GO:0005737,GO:0005829,GO:0005886
273,78,-1.0,cross-mo,0.474,benign-general,1,MPL,0.05,other,0.0,Q>E,0.8,0.0,0.05,0.0,0.0,0.21,1.0,10.7,False,0.06,GO:0005737,GO:0005654,GO:0016020
275,372,-1.0,cross-mo,0.596,benign-general,1,ZNF230,0.05,other,0.0,H>R,0.85,0.0,0.0,0.0,0.0,1.48,0.5,18.8,False,0.035,GO:0005634,GO:0008270,GO:0000981
277,26,0.143,cross-mo,0.603,unresolved,0,SUSD6,0.05,other,0.0,A>T,0.65,0.0,0.0,0.0,0.1,2.62,0.0,20.4,True,0.242,GO:0005886,GO:0005576,GO:0005615
278,33,0.25,cross-mo,0.575,unresolved,0,LST1,0.05,transporter,0.05,N>S,0.9,0.0,0.0,0.0,0.0,2.8,0.05,23.9,False,0.204,GO:0005886,GO:0005737,GO:0005829
282,43,-1.0,cross-mo,0.571,unresolved,0,OR5B12,0.1,transporter,0.15,T>A,0.95,0.0,0.0,0.0,0.0,2.38,0.0,27.5,False,0.077,GO:0005886,GO:0016020,GO:0005737
283,370,0.667,cross-mo,0.602,unresolved,0,FLCN,0.1,collagen,0.05,L>P,0.25,0.2,0.05,0.05,0.35,3.97,0.4,61.8,False,0.178,GO:0005634,GO:0005886,GO:0005829
286,457,0.133,cross-mo,0.572,unresolved,0,ENPP7,0.045,other,0.0,T>M,0.091,0.0,0.045,0.045,0.0,3.22,0.32,41.9,False,0.281,GO:0005737,GO:0005829,GO:0005886
289,27,-1.0,cross-mo,0.576,gene-family:collagen,4,COL9A3,0.4,collagen,0.95,P>S,0.95,0.0,0.0,0.0,0.0,0.8,0.0,22.7,False,0.026,GO:0005788,GO:0031012,GO:0005576
290,59,1.0,cross-mo,0.59,mechanism:proline-introduction,3,GJB2,0.15,other,0.0,L>P,0.75,0.0,0.05,0.0,0.8,5.56,0.15,49.9,False,0.257,GO:0042802,GO:0005886,GO:0005829
292,4038,0.111,cross-mo,0.615,mechanism:hydrophobicity-switch,2,KCNB1,0.025,ion_channel,0.055,P>L,1.0,0.0,0.0,0.0,0.0,5.4,0.0,54.0,False,0.361,GO:0005634,GO:0005886,GO:0005829
293,8602,0.832,cross-mo,0.571,unresolved,0,ACVRL1,0.014,transporter,0.033,G>R,0.088,0.174,0.005,0.107,0.084,3.51,0.43,53.6,False,0.224,GO:0005829,GO:0005886,GO:0005737
295,82,-1.0,cross-mo,0.578,benign-general,1,BRAT1,0.1,other,0.0,D>N,0.5,0.0,0.0,0.0,0.0,0.72,1.1,34.7,False,0.299,GO:0005737,GO:0005634,GO:0005829
301,1745,0.128,cross-mo,0.594,unresolved,0,CBL,0.011,keratin,0.023,P>L,0.138,0.172,0.046,0.011,0.0,3.04,0.31,48.1,False,0.193,GO:0005886,GO:0005737,GO:0005829
303,16179,0.765,cross-mo,0.615,unresolved,0,LDLR,0.01,transporter,0.026,R>G,0.047,0.041,0.077,0.063,0.03,3.33,0.51,49.6,False,0.305,GO:0005886,GO:0005829,GO:0005737
304,499,-1.0,cross-mo,0.402,benign-general,1,TBC1D10B,0.042,RAS_MAPK,0.125,M>I,1.0,0.0,0.0,0.0,0.0,2.6,0.0,3.8,False,0.425,GO:0005829,GO:0005886,GO:0005737
307,1010,0.826,cross-mo,0.585,unresolved,0,F9,0.04,keratin,0.1,L>P,0.06,0.02,0.14,0.08,0.22,3.48,0.42,44.3,False,0.266,GO:0005886,GO:0005829,GO:0005737
308,724,0.0,cross-mo,0.589,benign-general,1,SLC6A5,0.028,transporter,0.083,R>W,0.583,0.0,0.0,0.0,0.0,2.63,0.78,40.2,False,0.21,GO:0005886,GO:0016020,GO:0005737
314,43,-1.0,cross-mo,0.535,unresolved,0,PHOX2B,0.1,keratin,0.05,A>P,0.2,0.15,0.05,0.0,0.45,2.96,0.42,48.6,False,0.433,GO:0005634,GO:0005737,GO:0005829
315,162,0.444,cross-mo,0.554,unresolved,0,BCKDHA,0.05,transporter,0.05,L>V,0.15,0.0,0.0,0.0,0.0,1.84,0.42,27.7,False,0.321,GO:0005634,GO:0005886,GO:0046872
317,84,0.933,cross-mo,0.548,mechanism:glycine-loss,2,KCNJ2,0.1,ion_channel,0.4,G>S,0.7,1.0,0.0,0.0,0.0,1.16,0.25,37.1,False,0.33,GO:0005886,GO:0016020,GO:0005737
318,14,-1.0,cross-mo,0.543,unresolved,0,ASPA,0.05,ion_channel,0.05,M>T,0.2,0.05,0.0,0.05,0.1,2.47,0.28,44.1,False,0.285,GO:0005886,GO:0005829,GO:0005737
319,209,-1.0,cross-mo,0.591,mechanism:hydrophobicity-switch,2,MTSS2,0.1,other,0.0,P>L,0.95,0.0,0.0,0.0,0.0,5.36,0.0,55.2,False,0.319,GO:0005829,GO:0005634,GO:0005654
323,30,0.938,cross-mo,0.545,mechanism:hydrophobicity-switch,2,GLA,0.1,transporter,0.1,M>K,0.35,0.0,0.0,0.0,0.05,5.32,0.7,18.8,False,0.487,GO:0005737,GO:0005886,GO:0016020
327,943,0.556,cross-mo,0.559,unresolved,0,FZD4,0.021,transporter,0.043,D>V,0.149,0.106,0.021,0.043,0.021,3.38,0.59,45.1,False,0.22,GO:0005737,GO:0005829,GO:0005634
328,16,0.833,cross-mo,0.565,unresolved,0,HRAS,0.05,RAS_MAPK,0.05,A>E,0.1,0.15,0.1,0.05,0.1,3.26,0.4,59.6,False,0.426,GO:0005654,GO:0005886,GO:0005737
330,386,0.941,protein-,0.652,unresolved,0,KLHL24,0.15,other,0.0,M>I,1.0,0.0,0.0,0.0,0.0,2.6,0.0,3.8,True,0.233,GO:0005829,GO:0005737,GO:0005634
332,13,0.833,cross-mo,0.567,unresolved,0,ACVRL1,0.1,RAS_MAPK,0.05,A>T,0.4,0.05,0.0,0.05,0.1,2.55,0.1,47.8,False,0.297,GO:0005524,GO:0005886,GO:0005737
335,40,-1.0,cross-mo,0.56,mechanism:hydrophobicity-switch,2,ZNF814,0.1,other,0.0,L>P,0.5,0.0,0.0,0.0,0.5,6.26,0.2,37.7,False,0.081,GO:0005634,GO:0008270,GO:0006357
337,120,-1.0,cross-mo,0.556,benign-general,1,KCNA7,0.05,ion_channel,0.05,R>T,0.2,0.05,0.0,0.0,0.0,3.16,0.5,36.7,False,0.391,GO:0005886,GO:0005634,GO:0008270
340,10,0.5,cross-mo,0.566,unresolved,0,SRSF4,0.15,RAS_MAPK,0.05,R>C,0.15,0.05,0.0,0.2,0.1,3.21,0.45,44.1,False,0.588,GO:0005654,GO:0003723,GO:0003729
341,264,0.0,cross-mo,0.613,benign-general,1,HELLS,0.05,other,0.0,P>S,0.85,0.0,0.0,0.0,0.0,0.94,0.0,21.7,False,0.185,GO:0005886,GO:0005576,GO:0005634
343,200,-1.0,cross-mo,0.644,benign-general,1,SHISA2,0.05,other,0.0,S>W,1.0,0.0,0.0,0.0,0.0,0.1,0.0,138.8,False,0.233,GO:0005634,GO:0005654,GO:0000981
345,250,0.875,cross-mo,0.568,unresolved,0,DLST,0.05,transporter,0.1,C>R,0.15,0.1,0.25,0.0,0.0,3.84,0.6,57.9,False,0.265,GO:0005634,GO:0070062,GO:0005829
347,847,0.059,cross-mo,0.627,benign-general,1,AXIN2,0.048,ion_channel,0.024,S>G,1.0,0.0,0.0,0.0,0.0,0.4,0.0,28.9,False,0.486,GO:0005634,GO:0005654,GO:0005829
349,409,0.833,cross-mo,0.419,mechanism:glycine-loss,2,GCK,0.1,transporter,0.05,G>D,0.6,0.95,0.0,0.0,0.0,3.62,0.65,57.1,False,0.328,GO:0005886,GO:0005737,GO:0005654
350,31,0.889,cross-mo,0.576,unresolved,0,PAH,0.25,other,0.0,P>T,0.6,0.0,0.0,0.0,0.0,1.35,0.0,13.1,False,0.242,GO:0005829,GO:0005737,GO:0016020
353,229,0.0,cross-mo,0.581,benign-general,1,SHC4,0.05,RAS_MAPK,0.05,N>S,0.9,0.0,0.0,0.0,0.0,2.85,0.05,25.2,False,0.325,GO:0005886,GO:0016020,GO:0005737
354,83,0.833,cross-mo,0.581,unresolved,0,GALNS,0.1,ion_channel,0.05,P>R,0.15,0.0,0.0,0.0,0.0,3.33,0.8,46.3,False,0.328,GO:0005886,GO:0005654,GO:0005829
356,364,1.0,cross-mo,0.586,pathogenic-general,1,LDLR,0.1,other,0.0,C>Y,0.1,0.05,0.1,0.0,0.25,3.66,0.48,53.2,False,0.14,GO:0005886,GO:0016020,GO:0005737
357,91,0.667,cross-mo,0.585,unresolved,0,VCP,0.1,other,0.0,N>S,0.75,0.0,0.0,0.0,0.0,2.74,0.1,27.1,False,0.29,GO:0005829,GO:0005654,GO:0005737
362,40,0.0,cross-mo,0.598,unresolved,0,FAM120B,0.15,other,0.0,P>S,0.9,0.0,0.0,0.0,0.0,1.14,0.05,27.1,False,0.213,GO:0005634,GO:0005654,GO:0005737
363,1188,0.129,cross-mo,0.596,unresolved,0,PSG1,0.034,ion_channel,0.034,R>S,0.068,0.085,0.051,0.051,0.017,2.72,0.46,45.2,False,0.195,GO:0005829,GO:0005886,GO:0005737
368,1198,0.0,cross-mo,0.588,benign-general,1,TTLL6,0.017,transporter,0.017,S>N,0.407,0.0,0.0,0.0,0.0,1.53,0.45,20.2,False,0.082,GO:0005829,GO:0005737,GO:0005886
369,33,0.556,cross-mo,0.569,mechanism:cysteine-gain,4,GH1,0.05,other,0.0,R>C,0.6,0.0,0.0,0.6,0.0,6.29,0.95,48.4,False,0.143,GO:0016020,GO:0005886,GO:0005615
372,1790,0.036,dna-driv,0.305,benign-general,1,WDR53,0.022,transporter,0.146,T>M,0.337,0.011,0.0,0.022,0.0,3.09,0.06,51.8,False,0.17,GO:0005886,GO:0016020,GO:0005737
373,1400,0.1,cross-mo,0.586,unresolved,0,SDHA,0.014,transporter,0.029,P>L,0.2,0.014,0.029,0.0,0.029,3.69,0.26,40.6,False,0.199,GO:0005737,GO:0005829,GO:0005634
374,1248,0.529,cross-mo,0.566,unresolved,0,RAD51D,0.032,ion_channel,0.016,V>M,0.887,0.0,0.0,0.0,0.0,2.22,0.0,23.0,False,0.245,GO:0005829,GO:0005737,GO:0005634
375,224,-1.0,cross-mo,0.584,benign-general,1,ZDHHC18,0.05,other,0.0,S>G,0.25,0.0,0.0,0.05,0.0,2.56,0.25,56.0,False,0.262,GO:0005829,GO:0005634,GO:0005654
378,761,0.357,cross-mo,0.582,mechanism:hydrophobicity-switch,2,VHL,0.053,ion_channel,0.026,R>C,0.132,0.0,0.0,0.132,0.0,5.08,0.7,43.2,False,0.359,GO:0005886,GO:0005829,GO:0005737
380,10,0.667,cross-mo,0.578,unresolved,0,FAM111B,0.05,RAS_MAPK,0.05,L>V,0.2,0.05,0.0,0.05,0.15,2.02,0.15,47.2,False,0.322,GO:0005886,GO:0005737,GO:0005829
381,12785,0.804,cross-mo,0.6,unresolved,0,LDLR,0.047,transporter,0.034,P>L,0.088,0.025,0.07,0.027,0.003,3.23,0.31,51.1,False,0.27,GO:0005886,GO:0005829,GO:0005737
382,37,-1.0,cross-mo,0.598,unresolved,0,PACS2,0.1,other,0.0,S>L,0.75,0.0,0.0,0.0,0.0,4.42,0.05,75.2,False,0.5,GO:0005634,GO:0005737,GO:0005654
383,357,0.143,cross-mo,0.58,unresolved,0,ITGB3,0.05,ion_channel,0.05,G>S,0.15,0.3,0.1,0.0,0.0,2.91,0.4,53.9,False,0.215,GO:0005634,GO:0016020,GO:0005654
384,399,1.0,cross-mo,0.585,pathogenic-general,1,PTEN,0.05,RAS_MAPK,0.05,F>L,0.35,0.05,0.0,0.0,0.0,2.1,0.1,36.5,False,0.232,GO:0005737,GO:0005829,GO:0005886
385,21,1.0,cross-mo,0.563,unresolved,0,GRIN1,0.3,transporter,0.1,M>V,0.45,0.0,0.0,0.0,0.0,2.42,0.05,18.9,False,0.489,GO:0005886,GO:0005737,GO:0005789
387,3919,0.311,cross-mo,0.585,mechanism:cysteine-gain,4,FLYWCH1,0.015,ion_channel,0.026,R>C,0.949,0.021,0.0,1.0,0.0,6.81,0.95,64.0,False,0.224,GO:0005634,GO:0005654,GO:0008270
393,77,0.9,cross-mo,0.576,mechanism:cysteine-gain,4,KCNQ2,0.05,ion_channel,0.05,Y>C,0.9,0.0,0.0,0.9,0.0,3.6,0.02,79.8,False,0.144,GO:0005737,GO:0005829,GO:0005634
394,1425,0.043,cross-mo,0.593,benign-general,1,NBN,0.028,transporter,0.028,V>L,0.127,0.028,0.028,0.0,0.028,3.27,0.04,44.6,False,0.185,GO:0005886,GO:0005829,GO:0005634
397,2039,0.703,dna-driv,0.268,mechanism:cysteine-gain,4,TP53,0.02,transporter,0.059,Y>C,0.98,0.0,0.0,0.98,0.0,3.75,0.0,84.9,False,0.174,GO:0005829,GO:0005886,GO:0005737
403,2635,0.989,dna-driv,0.227,mechanism:charge-reversal,2,HBA1,0.023,ion_channel,0.069,F>S,0.443,0.0,0.008,0.0,0.0,1.77,0.93,57.0,False,0.534,GO:0005829,GO:0005634,GO:0005737
404,1235,0.04,cross-mo,0.589,benign-general,1,NOP56,0.033,ion_channel,0.049,A>T,0.492,0.0,0.0,0.0,0.0,2.53,0.03,28.1,False,0.319,GO:0005654,GO:0005829,GO:0005634
406,1891,0.048,cross-mo,0.589,benign-general,1,ARMC5,0.021,RAS_MAPK,0.021,I>V,0.968,0.0,0.0,0.0,0.0,0.36,0.0,26.4,False,0.21,GO:0005829,GO:0005737,GO:0005634
407,12,0.75,cross-mo,0.57,unresolved,0,HRAS,0.05,ion_channel,0.1,R>S,0.3,0.05,0.0,0.15,0.05,2.87,0.52,66.1,False,0.299,GO:0005654,GO:0005886,GO:0016020
408,13,0.889,cross-mo,0.561,unresolved,0,GLA,0.1,ion_channel,0.1,I>T,0.6,0.05,0.0,0.05,0.05,4.19,0.12,55.1,False,0.547,GO:0005737,GO:0005634,GO:0016020
414,397,-1.0,cross-mo,0.589,benign-general,1,PCDHB11,0.05,other,0.0,E>D,0.9,0.0,0.0,0.0,0.0,0.4,0.1,28.7,False,0.279,GO:0005886,GO:0005737,GO:0005829
417,22,0.154,cross-mo,0.59,unresolved,0,LMNA,0.05,other,0.0,A>T,1.0,0.0,0.0,0.0,0.0,2.5,0.0,27.5,False,0.276,GO:0005886,GO:0005737,GO:0005829
419,253,0.091,cross-mo,0.593,benign-general,1,LRRTM2,0.05,keratin,0.05,L>F,0.15,0.1,0.0,0.1,0.15,2.64,0.48,52.6,False,0.166,GO:0005737,GO:0005886,GO:0005829
421,2447,0.731,cross-mo,0.562,unresolved,0,RAF1,0.041,RAS_MAPK,0.041,P>L,0.5,0.0,0.057,0.016,0.0,4.31,0.16,57.0,False,0.342,GO:0005634,GO:0005829,GO:0005886
423,15,0.727,cross-mo,0.578,mechanism:glycine-loss,2,GJB3,0.1,ion_channel,0.05,G>E,0.3,0.7,0.0,0.0,0.05,3.25,0.7,73.4,False,0.217,GO:0005886,GO:0007267,GO:0005922
424,11,0.364,cross-mo,0.593,unresolved,0,PLG,0.05,RAS_MAPK,0.05,R>Q,0.35,0.0,0.0,0.0,0.05,1.5,0.55,26.5,False,0.068,GO:0005634,GO:0006357,GO:0008270
425,1825,0.185,cross-mo,0.577,unresolved,0,EMC1,0.022,transporter,0.055,S>L,0.604,0.0,0.0,0.022,0.099,3.87,0.02,74.0,False,0.243,GO:0005829,GO:0005886,GO:0005737
427,1644,0.0,cross-mo,0.614,benign-general,1,PPP1R15A,0.024,ion_channel,0.049,S>L,1.0,0.0,0.0,0.0,0.0,4.6,0.0,77.7,False,0.323,GO:0005634,GO:0005737,GO:0005829
433,3702,0.053,cross-mo,0.584,benign-general,1,KRT6A,0.011,keratin,0.065,R>H,0.859,0.0,0.0,0.0,0.0,1.21,0.53,21.2,False,0.27,GO:0005886,GO:0005829,GO:0005634
437,10,0.857,cross-mo,0.582,unresolved,0,NR0B1,0.05,ion_channel,0.05,G>V,0.45,0.45,0.0,0.05,0.1,3.38,0.05,60.8,False,0.244,GO:0005737,GO:0005886,GO:0005829
440,13,-1.0,cross-mo,0.55,mechanism:cysteine-gain,4,ZNF584,0.05,ion_channel,0.1,R>C,0.55,0.05,0.0,0.65,0.05,4.82,0.62,58.3,False,0.221,GO:0005886,GO:0005829,GO:0005634
441,2062,0.844,dna-driv,0.283,unresolved,0,FH,0.029,transporter,0.049,S>C,0.243,0.097,0.01,0.252,0.058,2.54,0.5,42.8,False,0.337,GO:0005829,GO:0005737,GO:0005886
442,16218,0.515,cross-mo,0.623,unresolved,0,MSH2,0.007,keratin,0.022,R>C,0.074,0.157,0.019,0.14,0.031,3.07,0.38,49.0,False,0.271,GO:0005886,GO:0005829,GO:0005634
445,257,0.5,cross-mo,0.564,unresolved,0,SDC3,0.05,other,0.0,T>I,0.1,0.0,0.1,0.05,0.05,3.64,0.38,43.5,False,0.304,GO:0005886,GO:0005829,GO:0005509
447,229,0.714,cross-mo,0.404,unresolved,0,MAP2K5,0.05,other,0.0,E>K,0.15,0.05,0.0,0.0,0.0,1.6,0.62,33.3,False,0.239,GO:0005829,GO:0005737,GO:0005634
448,12,1.0,cross-mo,0.562,mechanism:disulfide-bond-loss,4,ENG,0.2,RAS_MAPK,0.05,C>S,0.35,0.05,0.6,0.05,0.05,3.94,0.35,49.6,False,0.461,GO:0005886,GO:0009897,GO:0042803
449,52,-1.0,cross-mo,0.594,benign-general,1,ZNF408,0.1,other,0.0,K>N,0.3,0.0,0.0,0.0,0.0,1.88,0.92,47.9,False,0.112,GO:0005634,GO:0008270,GO:0006357
451,3732,0.044,cross-mo,0.625,benign-general,1,BCL11B,0.011,ion_channel,0.038,A>P,0.355,0.0,0.0,0.0,0.355,2.99,0.1,23.3,False,0.264,GO:0005737,GO:0005634,GO:0005829
452,878,0.75,cross-mo,0.588,mechanism:charge-reversal,2,ASL,0.116,transporter,0.023,R>Q,0.442,0.0,0.0,0.116,0.0,2.73,0.88,38.0,False,0.163,GO:0005829,GO:0005737,GO:0070062
455,388,0.0,cross-mo,0.607,mechanism:glycine-loss,2,PHOX2B,0.05,other,0.0,G>R,0.95,0.95,0.0,0.0,0.0,4.04,1.0,110.7,False,0.154,GO:0005634,GO:0005829,GO:0005654
456,83,0.429,cross-mo,0.604,mechanism:cysteine-gain,4,GPLD1,0.05,other,0.0,S>C,1.0,0.0,0.0,1.0,0.0,3.3,0.0,19.5,False,0.167,GO:0005886,GO:0005576,GO:0005615
458,3330,0.179,dna-driv,0.194,unresolved,0,PHEX,0.018,transporter,0.066,A>T,0.114,0.108,0.018,0.024,0.0,2.13,0.36,40.2,False,0.188,GO:0005886,GO:0005829,GO:0005634
459,57,-1.0,cross-mo,0.584,mechanism:hydrophobicity-switch,2,CDK4,0.1,other,0.0,P>L,0.95,0.0,0.0,0.0,0.0,5.21,0.02,53.3,False,0.182,GO:0005737,GO:0005829,GO:0005739
462,1594,0.133,cross-mo,0.589,mechanism:hydrophobicity-switch,2,SMAD4,0.038,transporter,0.038,T>I,1.0,0.0,0.0,0.0,0.0,5.2,0.0,50.6,False,0.31,GO:0005634,GO:0005829,GO:0005654
463,429,0.0,cross-mo,0.605,benign-general,1,ABHD16A,0.095,other,0.0,R>W,1.0,0.0,0.0,0.0,0.0,3.6,1.0,54.4,False,0.254,GO:0005737,GO:0005829,GO:0016020
469,2273,0.045,dna-driv,0.269,benign-general,1,PRR22,0.018,transporter,0.044,V>A,0.212,0.0,0.018,0.0,0.204,2.69,0.14,43.8,False,0.127,GO:0005886,GO:0005737,GO:0005829
470,51,1.0,cross-mo,0.567,mechanism:hydrophobicity-switch,2,LDLR,0.1,other,0.0,L>R,0.3,0.05,0.0,0.0,0.25,5.64,0.48,43.1,False,0.161,GO:0016020,GO:0005886,GO:0042802
472,21,0.667,cross-mo,0.573,unresolved,0,JPH2,0.1,other,0.0,F>V,0.3,0.0,0.0,0.0,0.0,2.11,0.08,31.2,False,0.172,GO:0005634,GO:0005886,GO:0005737
474,1132,0.478,cross-mo,0.591,mechanism:hydrophobicity-switch,2,AICDA,0.036,transporter,0.036,D>V,1.0,0.0,0.0,0.0,0.0,7.7,1.0,28.9,False,0.201,GO:0005829,GO:0005634,GO:0005886
478,17,0.0,cross-mo,0.609,unresolved,0,DMP1,0.35,RAS_MAPK,0.05,S>P,0.2,0.0,0.0,0.1,0.2,2.43,0.15,49.3,False,0.075,GO:0005788,GO:0005576,GO:0005509
482,1380,0.963,cross-mo,0.588,mechanism:charge-reversal,2,KRT5,0.058,keratin,0.188,E>K,0.971,0.0,0.0,0.0,0.0,0.54,1.97,30.5,False,0.315,GO:0005829,GO:0005634,GO:0005737
483,392,-1.0,cross-mo,0.58,benign-general,1,SLC6A8,0.05,transporter,0.4,L>V,1.0,0.0,0.0,0.0,0.0,0.4,0.0,26.7,False,0.242,GO:0005886,GO:0016020,GO:0016324
484,191,0.625,cross-mo,0.584,unresolved,0,WAS,0.15,other,0.0,E>V,0.15,0.05,0.0,0.0,0.0,4.1,0.55,38.0,False,0.402,GO:0005886,GO:0005829,GO:0005634
485,54,1.0,cross-mo,0.578,pathogenic-general,1,ZBTB20,0.1,transporter,0.1,V>G,0.2,0.0,0.0,0.05,0.25,3.81,0.5,49.5,False,0.457,GO:0005737,GO:0005886,GO:0005829
487,386,-1.0,cross-mo,0.593,benign-general,1,CHEK2,0.1,transporter,0.05,Y>F,1.0,0.0,0.0,0.0,0.0,4.1,0.0,3.7,False,0.304,GO:0005886,GO:0005737,GO:0005829
489,830,0.133,cross-mo,0.585,unresolved,0,ZNF845,0.024,transporter,0.049,R>Q,0.098,0.049,0.0,0.122,0.0,2.27,0.4,45.3,False,0.147,GO:0005886,GO:0005634,GO:0005829
492,123,0.625,cross-mo,0.564,unresolved,0,GAS1,0.05,transporter,0.1,P>L,0.25,0.05,0.0,0.0,0.0,3.52,0.25,36.5,False,0.586,GO:0005654,GO:0005634,GO:0005886
493,143,0.167,cross-mo,0.59,unresolved,0,FCRL5,0.05,other,0.0,S>T,0.1,0.05,0.0,0.05,0.05,2.26,0.2,38.7,False,0.306,GO:0005634,GO:0005654,GO:0005737
496,101,0.556,cross-mo,0.568,unresolved,0,ACTN3,0.05,transporter,0.05,F>L,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.2,False,0.209,GO:0005829,GO:0005576,GO:0005737
498,12,-1.0,cross-mo,0.566,unresolved,0,HRAS,0.05,RAS_MAPK,0.05,N>K,0.55,0.05,0.0,0.05,0.05,1.26,0.65,56.7,False,0.418,GO:0005654,GO:0005634,GO:0005737
499,1700,0.429,cross-mo,0.552,unresolved,0,TPM1,0.047,cardiac_sarcomere,0.059,A>V,0.976,0.0,0.0,0.0,0.0,2.4,0.0,50.8,False,0.262,GO:0005829,GO:0005737,GO:0016020
503,930,0.72,cross-mo,0.353,unresolved,0,NEDD4L,0.043,transporter,0.022,F>S,0.283,0.022,0.065,0.022,0.022,2.35,0.54,65.2,False,0.361,GO:0005829,GO:0005737,GO:0005654
504,2160,0.146,dna-driv,0.284,unresolved,0,XRCC5,0.019,RAS_MAPK,0.019,A>S,0.065,0.074,0.019,0.019,0.037,2.79,0.39,38.6,False,0.22,GO:0005634,GO:0005654,GO:0005829
506,48,0.917,cross-mo,0.571,unresolved,0,BBS10,0.05,keratin,0.2,V>F,0.5,0.0,0.0,0.0,0.0,1.2,0.0,36.7,False,0.212,GO:0005829,GO:0005634,GO:0005524
508,1365,0.08,dna-driv,0.339,benign-general,1,MLH1,0.029,collagen,0.015,P>S,0.721,0.059,0.0,0.0,0.0,1.68,0.24,30.7,False,0.265,GO:0005634,GO:0005654,GO:0005829
511,16,0.933,cross-mo,0.568,gene-family:ion_channel,4,KCNQ1,0.2,ion_channel,0.65,W>R,0.25,0.0,0.0,0.15,0.0,2.47,0.25,81.4,False,0.375,GO:0005886,GO:0008076,GO:0005249
512,83,1.0,cross-mo,0.572,pathogenic-general,1,LDLR,0.1,ion_channel,0.1,R>G,0.15,0.0,0.15,0.0,0.1,3.09,0.45,62.5,False,0.307,GO:0005886,GO:0016020,GO:0005737
516,34,0.818,cross-mo,0.567,unresolved,0,CHEK2,0.1,other,0.0,H>Y,0.8,0.0,0.05,0.0,0.0,2.09,0.48,39.7,False,0.181,GO:0005524,GO:0005737,GO:0005654
517,127,-1.0,cross-mo,0.574,benign-general,1,BCL7A,0.05,ion_channel,0.1,S>Y,0.4,0.0,0.0,0.1,0.0,2.24,0.1,87.0,False,0.391,GO:0005654,GO:0005634,GO:0005737
520,20,0.667,cross-mo,0.574,mechanism:proline-introduction,3,CDC5L,0.05,transporter,0.15,S>P,0.3,0.1,0.0,0.15,0.45,2.93,0.35,53.5,False,0.238,GO:0005737,GO:0005829,GO:0005886
522,138,0.2,cross-mo,0.567,unresolved,0,CDH1,0.05,keratin,0.05,V>A,0.35,0.0,0.05,0.05,0.05,2.99,0.25,55.2,False,0.078,GO:0005886,GO:0005737,GO:0042802
523,156,0.0,cross-mo,0.579,benign-general,1,TMPRSS4,0.05,other,0.0,D>N,0.95,0.0,0.0,0.0,0.0,0.02,1.05,4.4,False,0.258,GO:0005886,GO:0005829,GO:0005615
